name,website,place_id,city,state,status,phones,emails,services,raw_services,service_areas,trust_signals,socials,has_photo_gallery,has_contact_form,title,meta_description,logo_url
TH Concrete Co.,http://cranstonriconcrete.com/,ChIJf-qSD09P5IkRK15DBPXHW74,Providence,RI,ok,(401) 443-8726,,concrete_repair; concrete_stain; residential,"Concrete Flatwork; Concrete Foundations; Concrete Installation; Concrete Patios; Concrete Repair; Concrete Repair Across Cranston and Nearby Areas; Concrete Repair in Cranston, RI; Concrete Retaining Walls; Concrete Sidewalks; Concrete Staining; Decorative Concrete; How TH Concrete Co. Handles Concrete Repair in Cranston; Our Concrete Repair Process in Cranston; Stamped Concrete","Back to Home Serving Cranston, RI; Co. Services inn Cranston, RI; Co. is proud to serve Cranston, RI; Concrete Contractor in Cranston, RI; Concrete Flatwork in Cranston, RI; Concrete Patios in Cranston, RI; Concrete Repair in Cranston, RI; Concrete Sidewalks in Cranston, RI; Concrete Staining in Cranston, RI; Contractor Services in Cranston, RI; Cranston, RI; East Providence, RI; Essential in Cranston, RI; Flatwork Matter in Cranston, RI; For outdoor patios in Cranston, RI; Foundation Crucial in Cranston, RI; Foundations in Cranston, RI; Installation in Cranston, RI; Johnston, RI; Locally Owned Serving Cranston, RI; North Providence, RI; Providence, RI; Retaining Walls in Cranston, RI; Service Areas Cranston, RI; Stamped Concrete in Cranston, RI; TH Concrete Co. Cranston, RI; Techniques Matter in Cranston, RI; Transforming Cranston, RI; Warwick, RI","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 3}","{""facebook"": ""https://web.facebook.com/thconcretec/"", ""linkedin"": ""https://www.linkedin.com/company/th-concrete-co/""}",False,False,"TH Concrete Co. | Concrete Contractor in Cranston, RI","TH Concrete Co. provides professional concrete contractor services in Cranston, RI. Call 401-443-8726 for a free estimate.",https://i.ibb.co/4tkBSQY/TH-Concrete-Co.jpg
Pawtucket Concrete & Masonry,https://www.pawtucketconcrete.com/,ChIJpVdUmWhd5IkRSiaG_3bQZqw,Providence,RI,ok,(401) 279-0492,,concrete_repair; concrete_stain; pool_deck; residential,"Bringing New Life to Concrete Surfaces Across Pawtucket, RI; Concrete Flatwork; Concrete Foundations; Concrete Installation; Concrete Patios; Concrete Repair; Concrete Repair in Pawtucket, RI; Concrete Retaining Walls; Concrete Sidewalks; Concrete Staining; Decorative Concrete; Our Neighborly Concrete Repair Process in Pawtucket; Stamped Concrete; Why is Concrete Repair So Important for Pawtucket Homes?","Back to Home Serving Pawtucket, RI; Built to Last Serving Pawtucket, RI; Central Falls, RI; Concrete Flatwork in Pawtucket, RI; Concrete Patios in Pawtucket, RI; Concrete Repair in Pawtucket, RI; Concrete Sidewalks in Pawtucket, RI; Concrete Staining in Pawtucket, RI; Contractor in Pawtucket, RI; Cumberland, RI; East Providence, RI; Foundations in Pawtucket, RI; Installation in Pawtucket, RI; Lincoln, RI; Masonry Services inn Pawtucket, RI; Pawtucket, RI; Providence, RI; Retaining Walls in Pawtucket, RI; Right Here in Pawtucket, RI; Seekonk, MA; Service Areas Pawtucket, RI; Services in Pawtucket, RI; Stamped Concrete in Pawtucket, RI; Surfaces Across Pawtucket, RI","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 3}","{""facebook"": ""https://www.facebook.com/Pawtucket-Concrete-Creations-104262865791631/"", ""linkedin"": ""https://www.linkedin.com/company/pawtucket-concrete-creations/""}",False,False,"Pawtucket Concrete & Masonry | Concrete Contractor in Pawtucket, RI","Pawtucket Concrete & Masonry provides professional concrete contractor services in Pawtucket, RI. Call 401-279-0492 for a free estimate.",https://i.ibb.co/Jk7K15g/Pawtucket-Concrete-Creations.png
Asheboro Quality Concrete Coatings,https://asheboroqualitycoatings.com/,ChIJE9Z_7YRvU4gR3DwP3StuhW0,Greensboro,NC,ok,(336) 302-4263,,commercial; concrete_polish; concrete_stain; epoxy_flake; metallic_epoxy; residential,Asheboro Quality Concrete Coatings; Chip Epoxy Flooring; Commercial Concrete Coating; Commercial Flooring; Industrial Concrete Coating; Metallic Flooring,"Learn More Serving Asheboro, NC","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 20}",{},False,True,Asheboro Quality Coatings - Epoxy Floors - Concrete Coatings,"For all of your industrial, commercial and residential epoxy floor, concrete coating needs, metallic flooring, grind and shine, polishing. Serving NC.",https://www.asheboroqualitycoatings.com/wp-content/uploads/2024/09/asheboro-quality-logo-wh.png
Preferred Concrete Polishing,http://www.preferredconcretepolishing.com/,ChIJI4eaZ8UAU4gRxfd-XAXKps8,Greensboro,NC,ok,(888) 744-6325; (336) 992-5600,,concrete_polish,,"David Vaughn GREENSBORO, NC; SALEM, NC; Steve Ilderton HIGH POINT, NC; W Mountain Street Kernersville, NC","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 20}",{},True,True,Concrete Polishing Services | Concrete Finishing ...| Preferred Concrete Polishing,,https://preferredconcretepolishing.com/wp-content/uploads/2022/11/preffered-logo.png
Infinity Hardwood Flooring Llc,https://infinityhardwoodfloor.com/,ChIJZ7cTuDat4IYRkKgKT2jVuBI,El Paso,TX,ok,(915) 525-8343,,,Infinity Hardwood Flooring LLC,"Chaparral, NM; Midland, TX","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/infinityhardwoodfloor/"", ""instagram"": ""https://www.instagram.com/infinityhardwoodflooring/?hl=en""}",False,True,Infinity Hardwood Flooring LLC,,"https://img1.wsimg.com/isteam/ip/static/pwa-app/logo-default.png/:/rs=w:57,h:57,m"
El Paso Concrete Masters,https://www.elpasoconcrete.co/,ChIJE_z9cAFb54YR7XSjWGDXaqI,El Paso,TX,ok,(915) 268-1077,,concrete_repair,Contact El Paso Concrete Today; El Paso Concrete Masters; Stamped Concrete and Driveways,"Anapra, TX; Coronado Hills, TX; Courchesne, TX; El Paso, TX; Juarez, TX; La Guna, TX; Mission Hills, TX; Planeport, TX; Rancho Flores, TX; Smeltertown, TX; Sunland Park, TX","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}",{},False,True,Concrete Company | Concrete Contractors | El Paso TX,"El Paso Concrete offers top-quality concrete services. From driveways to foundations, trust us for durable, professional craftsmanship. Contact us today!",https://irp.cdn-website.com/8c899e08/dms3rep/multi/ElPasoConcrete+LOGO.jpg
Elias Concrete Construction LLC,http://www.eliasccllc.com/,ChIJkSLv_nZD54YRLCZO4xe7Gmw,El Paso,TX,ok,(915) 234-6819,,concrete_repair; concrete_stain; countertops; pool_deck,CONCRETE SERVICES,"El Paso, TX","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 24}","{""facebook"": ""https://www.facebook.com/100263188400889""}",False,True,Top Concrete Contractors for Quality Construction,Elias Concrete Construction LLC offers expert concrete construction services. Trust our experienced concrete contractors for your next project.,"http://img1.wsimg.com/isteam/ip/ad696a7f-fa62-4783-a3a4-9ca681e50c20/Logo%20Transparent.png/:/rs=h:75,cg:true,m/qt=q:95"
Innovative Industrial Coatings,http://www.ii-coatings.com/,ChIJO8xb7zlclIARAVH6nAQDcm8,Fresno,CA,ok,(559) 472-7326,,,Coatings; Coatings • Contracting • Consulting; ServicesCoatingsStripingTrench DrainsConstruction,"Fresno, CA","{""licensed"": false, ""insured"": true, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://facebook.com/iicoatings""}",False,False,Home,,http://www.ii-coatings.com/images/logo-01.png
MARBLELIFE® of Fresno,https://marblelife-fresno.com/,ChIJcSJkqFFvlIARtXpNwAPY8FI,Fresno,CA,ok,(559) 970-8827,,concrete_repair; countertops,Ultimate Floors; Ultimate Slate Floors,"Surrounding Fresno County, CA","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/marblelifeoffresno""}",True,True,MARBLELIFE® Fresno | Marble | Granite | Travertine | Stone Restoration,Trusted by:,https://marblelife-fresno.com/wp-content/uploads/sites/32/2025/11/Marblelife-Logo-400-Wide.png
Universal Coatings Inc,https://www.universalcoatings.net/,ChIJcZ_RCYT1lIAR62Koa899FRE,Fresno,CA,ok,(877) 233-6300; (100) 000-1517,,,"About UCIAbout Universal Coatings, Inc.Blog; About Universal Coatings, Inc.; Floor Coatings; Roof Restoration Coating","Dallas, TX; E. Dakota Ave. Fresno, CA; Fresno, CA; Kern, CA; Los Angeles, CA; Madera, CA; Modesto, CA; Sacramento, CA; San Bernadino, CA","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 45}","{""linkedin"": ""https://www.linkedin.com/company/universal-coatings-inc""}",False,False,California Commercial & Industrial Roofing Company | Floor Coating,"Headquartered in California, Universal Coatings is a commercial and industrial roofing company that also offers floor coating, water proofing, and insulation.",https://universalcoatings.net/wp-content/uploads/2025/03/UVC-LOGO-Fresno.png
"Solid Surface Tech, Inc.",http://solidsurfacetech.us/,ChIJZXV7KRtmlIARHHOpm5mNoZM,Fresno,CA,ok,(559) 916-3577; (559) 928-7277,,countertops,Flooring,"Home Remodeling in Fresno, CA; N Bendel Ave Fresno, CA","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 20}","{""facebook"": ""https://www.facebook.com/solidsurfacetech"", ""x"": ""https://twitter.com/SolidSurfaceTec"", ""instagram"": ""https://www.instagram.com/solidsurfacetech/""}",True,False,Solid Surface Tech - Fresno Home Remodeling,"Discover exceptional home remodeling in Fresno, CA. From design to execution, our experts deliver unparalleled craftsmanship and transformative results.",https://solidsurfacetech.us/wp-content/uploads/2022/11/SolidSurface-Logo.jpg
SLG Concrete Coatings,https://slgconcretecoatings.com/,ChIJ___vpgls7IARhxG5Kt9aoW4,Fresno,CA,ok,(805) 934-3881; (559) 473-1141,,concrete_polish; concrete_repair; concrete_stain; polyaspartic; polyurea; pool_deck; residential,Commercial Coatings; Concrete Patio Coatings; Concrete Repairing; Concrete Staining; Driveway Coatings; Floor Demolishing; Garage Floor Coatings; Patio Coatings; Polished Concrete; Pool Deck Coatings; Why Choose Polyaspartic Floor Coatings?,"Central Coast or Central Valley, CA; Coast and Central Valley, CA; Coating Service Santa Maria, CA; Coating Services Santa Maria, CA; Coatings In Santa Maria, CA; Coatings today in Santa Maria, CA; Epoxy Flooring in Santa Maria, CA; Experts in the Central Coast, CA; Floor Demolition in Santa Maria, CA; Madera Counties, CA; Obispo and Santa Barbara County, CA; Patio Coatings Santa Maria, CA; San Luis Obispo County, CA; San Luis Obispo, CA; Santa Barbara County, CA; Staining In Santa Maria, CA; We are in beautiful Santa Maria, CA","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": true, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 1}","{""facebook"": ""https://www.facebook.com/slgconcretecoatings/"", ""instagram"": ""https://www.instagram.com/slgconcretecoatings/"", ""youtube"": ""https://www.youtube.com/channel/UCiy2vYKsF_GpRocowcL4D9g""}",True,True,"#1 Concrete Coating Experts in the Central Coast, CA | SLG","SLG Concrete Coatings is #1 Concrete Coating Experts in San Luis Obispo and Santa Maria. Get rid of old, ugly, bare, or cracked floors at your home or business. Call today!!",https://slgconcretecoatings.com/wp-content/uploads/2022/08/2e24dce645ee3a97cb058edfb022c526-1.webp
"Insul-Flow, Inc.",http://www.insul-flow.com/,ChIJQ-QfrbJelIARln_Cg-Gq7zY,Fresno,CA,ok,(208) 606-9772; (559) 351-8207; (626) 571-8023; (559) 456-1105,,commercial; concrete_repair; concrete_stain; pool_deck,CONCRETE FLOOR LEVELING; CONCRETE RESURFACING; CONCRETE ROOF SOLUTIONS; Commercial Epoxy Flooring; Concrete Floor Leveling; GYPSUM FLOORING FOR RADIANT HEAT; GYPSUM FLOORS; Gypcrete Flooring & Sound Matting; Gypsum Flooring for Radiant Heat; Lightweight Concrete Roof Decks; Waterproof Deck Coating – WestCoat and Pli-Dek Systems; Waterproof Deck Coatings,"CA, CO; E Batavia Dr unit a Aurora, CO; Gypcrete Contractor Los Angeles, CA; N Fordham Avenue Fresno, CA; River Avenue Rosemead, CA; S Tracy Blvd Tracy, CA","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}",{},True,True,Gypcrete Contractor | Underlayments | Pli-Dek | Insul-Flow Inc.,"As a subcontractor specializing in insulating concrete products, we have the experience and know how to get the job done. Our team represents trained and effici",https://insul-flow.com/images/insulflow-logo.png
"JC's Painting and Coating, Inc",http://jcspaintingandcoatingsca.com/,ChIJPxg-kIlplIARG-9sSVjDalQ,Fresno,CA,ok,(559) 691-0271,,concrete_polish; epoxy_flake,"Coating Systems; Color Flake Epoxy; Contact JC's Painting & Coatings today; Crushed Quartz Epoxy; Industrial Coatings; JC's Painting & Coatings, Inc.; Single Color Epoxy","Fresno, CA; Inc. Fresno, CA; Inc. in Fresno, CA; Tulare or Fresno, CA; Tulare, CA","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 20}","{""instagram"": ""https://www.instagram.com/jcspaintingcoating/""}",False,False,"JC's Painting & Coatings, Inc. | Commercial Painting Services in Fresno, Tulare, CA","Restore your business with commercial painting services and epoxy coating services from JC's Painting & Coatings, Inc. of Fresno, CA. Free estimates available!",http://jcspaintingandcoatingsca.com/files/2022/04/LOGO-11.png
"Orlando Lake Nona Tile, Vinyl, Hardwood, Epoxy Flooring & Concrete Coatings Installation & Replacement",https://kissimmeevinyltileepoxyflooring.com/orlando-lake-nona,ChIJeamvH4Nh54gRaqx8O3067Yc,Orlando,FL,ok,(407) 550-5883,,commercial; concrete_polish; concrete_stain; epoxy_flake; polyaspartic; polyurea; pool_deck; residential,"About Kissimmee Vinyl, Tile, & Epoxy Flooring Installation","Application Seal with a durable, UV; Company Kissimmee Kissimmee, FL; Concrete Solutions in Kissimmee, FL; Design Services Near Kissimmee, FL; Flooring Experts in Kissimmee, FL; Installers Kissimmee Kissimmee, FL; Kissimmee, FL; Lake Nona, FL; Overlays Near Kissimmee, FL; Receive Free Quote Kissimmee, FL; Reviews and Counting Kissimmee, FL; Services Near Kissimmee, FL; Wood Floors Kissimmee, FL","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 20}",{},True,False,"Lake Nona Epoxy Flooring, Concrete Coatings, Vinyl, Tile, Wood Floors","Best rated Orlando, Lake Nona epoxy floor coatings, stained and polished concrete floors, tile, vinyl floor installation & replacement in Orange County, FL. We install epoxy coatings for residential and commercial floors, outdoor patios, and carports near Winter Park, FL.",
DreamCrete Custom Creations,https://www.dreamcretecc.com/?utm_source=gmb,ChIJOzekvX9v54gRTjH-I2v0g_0,Orlando,FL,ok,(407) 285-8476; (321) 972-5108,,commercial; concrete_polish; countertops; epoxy_flake; metallic_epoxy; polyaspartic; pool_deck; residential,"Commercial Epoxy Coatings; Commercial Polished Concrete; Commercial Resurfaced Concrete; Commercial Sealed Concrete; Concrete Countertops, Sinks, & Decor; Concrete Spillover Bowls and Firepits; Concrete Waterfall Countertops; Custom Concrete Countertops; Durable Custom Concrete Tables; Durable Epoxy Quartz Flooring; Epoxy Coatings; High-Quality Epoxy Countertops; Indoor Concrete Flooring; Indoor Faux Wood Concrete Overlay; Indoor Polished Concrete; Indoor Resurfaced Concrete Overlay; Long-Lasting Concrete Sinks; Marbled Metallic Epoxy Flooring; Modern Epoxy Flake Flooring; Outdoor Concrete Resurfacing; Outdoor Stamped Concrete; Sealed Concrete Flooring; Vibrant Solid Colored Epoxy","All Service Areas Space Coast, FL; Altamonte Springs, FL; Areas Served Orlando, FL; Based in Orlando, FL; Belle Isle, FL; Casselberry, FL; Central, FL; Clermont, FL; College Park, FL; Doctor Phillips, FL; Epoxy Flooring in Orlando, FL; Goldenrod, FL; Longwood, FL; Maitland, FL; Melbourne, FL; Orlando, FL; Oviedo, FL; Privacy Policy Orlando, FL; Space Coast, FL; Winter Garden, FL","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 10}","{""facebook"": ""https://www.facebook.com/DreamCrete/"", ""instagram"": ""https://www.instagram.com/dreamcrete/"", ""linkedin"": ""https://www.linkedin.com/company/dreamcrete-custom-creations"", ""x"": ""https://x.com/dreamcretecusto""}",True,False,Polished Concrete & Epoxy Flooring in Central Florida,"Orlando's Largest Decorative Concrete & Epoxy Coatings Company Offering Polish Concrete, Epoxy Flooring, Concrete Countertops & Concrete Sinks and Much More",https://www.dreamcretecc.com/wp-content/uploads/2024/12/HQ-logo.png
